system_name,station_name
Theta Indi,Wyeth City
Theta Indi,Conrad Horizons
Theta Indi,Fossey Port
Theta Indi,Whitney Station
Theta Sculptoris,Sadi Carnot Port
Theta Sculptoris,Hauck Dock
Theta Ursae Majoris,Baxter Base
Theta-1 Microscopii,Sakers Settlement
Theta-1 Microscopii,Wafer Installation
Thetis,Cayley Port
Thetis,Mullane Ring
Thetis,Johnson Holdings
Thewites,Lindbohm Depot
Thiana,Gemar Horizons
Thiansi,Worlidge Port
Thosia,Sagan Orbital
Thosia,Macarthur Orbital
Thosia,Guest Terminal
Thosia,Gresley Station
Thotti,Silves Dock
Thotti,Lee Dock
Thras,Crown Ring
Thras,Shonin Station
Thras,Ricardo Gateway
Thridan,Alvares' Folly
Thrigpa,Ising Platform
Thrimpo,Noli Installation
Thrite,Baker Station
Thrite,Kippax Dock
Thrite,Wagner Station
Thrite,Levinson Station
Thrite,Sohl Vision
Thrite,Elwood Station
Thrite,Shaver Dock
Thrudihe,Tiptree Terminal
Thruti,Inoda Platform
Thruti,von Biela Holdings
Thule,Honda Dock
Thule,Theodorsen Port
Ti Wanga,Laird Terminal
Ti Wanga,Roberts Plant
Tialocan,Richer Port
Tialocan,Somayaji City
Tialocan,van de Sande Bakhuyzen Station
Tialocan,Dishoeck Terminal
Tialocan,Theodorsen Hub
Tialocan,Filippenko Settlement
Tialocan,Eggen's Folly
Tian Di,Hornblower Gateway
Tian Di,Cabana Orbital
Tian Di,Ejeta Settlement
Tian Xian,Mendel City
Tian Xian,Ryumin Landing
Tiang Wu,Barr Landing
Tiangchi,Vries Port
Tiangchi,Acharya Station
Tiangchi,Corte-Real City
Tiangchi,Forstchen Port
Tiangchi,Heaviside Dock
Tiangchi,Hill Orbital
Tiangchi,Roberts Dock
Tiangchi,Wylie Port
Tiannodaabe,Carver Hangar
Tianve,Lunan Platform
Tiapalan,Feoktistov Dock
Tibila,Kuo Gateway
Tibila,Mayr Orbital
Tibila,Duckworth Orbital
Tibila,Nearchus' Folly
Tibila,Lie Refinery
Tibis,Sinclair Horizons
Tibitibi,Torricelli Station
Tibitibi,Kaku Hub
Tibitibi,Euler Settlement
Tiburnat,Coye Refinery
Tiburnat,Kojima City
Ticunchi,Whitcomb Plant
Ticunchi,Gill Prospect
Ticunchi,White Beacon
Ticushpakhi,Vardeman Platform
Ticushpakhi,Ross Hangar
T'ieni,Vetulani Port
T'ienimi,Wolf Landing
T'iensei,Ejeta City
T'iensei,Jemison Terminal
T'iensei,Hennen Dock
T'iensei,Ray Hub
T'iensei,Schmitt Port
T'iensei,Xing Terminal
T'iensei,Dzhanibekov Port
T'iensei,Cori Port
Tiethay,Palmer Platform
Tiethay,Alexeyev Refinery
Tigurd,Savinykh Dock
Tikariyomi,Kozlov Dock
Tikurua,Khrunov City
Tikurua,Ryumin Dock
Tikurua,Gamow Terminal
Tikurua,Bella Port
Tikurua,Gemar Orbital
Tikurua,Haller City
Tilo,Thiele Hub
Tilo,Roosa Landing
Timbarichs,Vaucouleurs Refinery
Timbarichs,Fischer Orbital
Timocani,Seega Port
Timocani,Pennington Terminal
Timoch,Mayr Settlement
Timos,Broderick Dock
Timos,Hoyle Orbital
Timos,von Bellingshausen Station
Tinigua,Goodman Landing
Tiolce,Cunningham Vision
Tiolce,Michelson Enterprise
Tir Na Nog,Pickering Station
Tirada,Wagner Installation
Tirajo,Weyl Enterprise
Tiraon,Hippalus Hub
Tiraon,Marley City
Tirawongla,Huberath's Folly
Tirfing,Tereshkova Settlement
Tirfing,Murdoch Vision
Tiris,Chang-Diaz Orbital
Tiveronisa,Poincare Station
Tiveronisa,Erdos Station
Tiveronisa,Berezin Hub
Tiveronisa,Watts Orbital
Tiveronisa,Ozanne Terminal
Tiveronisa,Gabriel City
Tiverta,Dezhurov Colony
Tivertsi,Forstchen Plant
Tivertsi,Elwood Colony
Tivertsi,Francisco de Eliza Prospect
Tjakiri,Clair Dock
Tjakiri,Offutt Dock
Tjakiri,Simak Landing
Tjalis,Boe Terminal
Tjalis,Herschel Plant
Tjapakh,Escobar Enterprise
Tjapakh,Platt Installation
Tjapan,Berezovoy Ring
Tjapan,Chilton Dock
Tjeraridjal,Coppel Works
Tjial,Jemison City
Tjial,Cassidy Landing
Tjialfi,Pashin Landing
Tjinawilemi,Pierce Platform
Tjinawilemi,Watts Refinery
Tjindjin,Budrys Holdings
Tjindjin,Cousin Ring
Tjindjin,Ing Settlement
Tjiwuar,Felice Station
Tjiwuar,Marques Ring
Tjiwuar,Hudson Terminal
Tjiwuar,Pratchett Survey
Tjongxiani,Zoline Base
Tjupali,Clifton Vision
Tjupany,Goulart Reformatory
Tjupany,Wylie Outpost
Tjurojiu,Oluwafemi Orbital
Tjurojiu,Volk Settlement
Tjurojiu,Al-Jazari Station
Tjurojiu,Rontgen Enterprise
Tlak,Gulyaev Depot
Tlakakaltan,Lee Landing
Tlapana,Sladek Port
Tlapana,Delany Enterprise
Tlapana,King Port
Tlapana,Baudin Terminal
Tlapana,Malchiodi Works
Tobala,Lyakhov Base
Toci,Tosi Hide
Tocorii,Cardano Settlement
Todzhinas,Boole Beacon
Togher,Hurley Park
Togher,Scheutz Ring
Tolians,Dampier Beacon
Tolini,Gantt Ring
Tolini,Frimout Platform
Tolistshiri,McKean Refinery
Tolistshiri,Salpeter Station
Tollan,Pythagoras Landing
Tollan,Gordon Plant
Tollan,MacLean Horizons
Tolofi,Bernoulli Orbital
Tolonese,Dixon Terminal
Tolonese,Florine Port
Tolonese,South Dock
Toluku,Foden Orbital
Toluku,Rotsler Terminal
Toluku,Priest Dock
Toluku,Crown Lab
Tolupan,Donaldson Landing
Tomani,Resnick Orbital
Tomani,Berezin Orbital
Tomani,Smith Orbital
Tomani,Abe Station
Tomani,Holberg Works
Tomath,Verrazzano Landing
Tommegin,Samokutyayev Hub
Tommegin,Remek Relay
Tommo,Hirase Platform
Tommo,Thiele Vision
Toolfa,Kelleam Orbital
Toolfa,Crook Hub
Torenai,Tuan Station
Torenai,Grabe Terminal
Torenai,Herschel Hub
Torenai,Panshin Prospect
Toresit,Krylov's Progress
Toresit,Bradbury Refinery
Torngita,Burnet Ring
Torngita,Alas Terminal
Torngita,Cameron Dock
Torno,Pinzon Holdings
Toro,Adams' Folly
Toroesing,Coulomb Orbital
Toroesing,Reilly Dock
Toroesing,Clifford Port
Tote,Whitelaw Enterprise
Tote,Carrasco Settlement
Totenis,Pippin Survey
Totjob'al,Vishweswarayya Plant
Totjob'al,Henry Hangar
Tougei,Land Plant
Tougei,Richards Port
Tougeir,Janes Dock
Tougeir,Mallory Dock
Tougeir,Scortia Dock
Tougeirs,Dobrovolski City
Tougeirs,Boswell Orbital
Toxand,Le Guin Base
Toxandji,Tsunenaga Orbital
Toxandji,Alvares Dock
Tphen Slata,Doyle Depot
Trante,Ewald Platform
Trante,Tokarev Plant
Tranyuwa,Land Hub
Tranyuwa,Vinogradov Beacon
Trepin,Rukavishnikov Hub
Trepin,Kuhn Hub
Trepin,Gaffney Ring
Trepin,Menzies' Inheritance
Trevakat,Quick Works
Tribeb,Antonio de Andrade Plant
Tricasses,Stromgren's Folly
Tricasses,Banks Landing
Tricorii,Hippalus Orbital
Tricorii,McAllaster Hub
Tricorii,Ross Gateway
Tricorii,Paulmier de Gonneville Settlement
Trigeno,Baille Base
Trigosan,Savery Settlement
Trigosan,Kooi Port
Trimir,Stanier Terminal
Trimir,Malyshev Station
Trimir,Higginbotham City
Trimir,Murray Port
Trinar,McClintock Terminal
Trinar,Wellman Dock
Trinar,Joliot-Curie Enterprise
Trinar,Bulgarin Plant
Trinar,Dunbar Beacon
Tring,LeConte Landing
Tring,Parise Depot
Tring,Poindexter Depot
Tripitaka,Hale Gateway
Tripitaka,Wundt City
Tripuna,King Holdings
Tripuru,Gohar Refinery
Tripuru,Drew Dock
Tripurus,Abel's Folly
Triquagsak,Werber Beacon
Triviatii,Hilbert Refinery
Triviatii,Carpini Colony
Trong,Searfoss Vision
Trongbanza,Barnwell Vision
Trua,Walz Platform
Tsak,Rothfuss Vision
Tsakhmet,Person's Folly
Tsakhmet,Aldiss Works
Tsanluo Wu,Deere Dock
Tsanluo Wu,Gamow Dock
Tsao Chun,Thomas Point
Tsao Chun,Piaget Installation
Ts'ao Gong,Houtman Platform
Ts'ao Gong,Schiltberger Refinery
Ts'ao Tach,Beltrami Terminal
Ts'ao Tach,Coulter Vision
Tsao Wang,Budarin Terminal
Tsao Wang,Yang Gateway
Tsao Wang,Tull Ring
Tsche,Makarov Hangar
Tsche,Velho Hub
Tsetan,Hippalus Settlement
Tsetan,Heck Refinery
Tsim Biko,Evans Dock
Tsim Biko,Laing Dock
Tsim Biko,Ibold Installation
Tsim Binba,Kopal Orbital
Tsim Binba,Chernykh Port
Tsim Binba,Krenkel Vision
Tsim Binba,Schouten Plant
Tsim Bind,Baraniecki Vision
Tsimaskara,Barjavel Port
Tsimshis,Aldiss Hub
Tsimshis,Baraniecki Colony
Tsimshis,Nye Terminal
Ts'in,Chretien Hub
Tsohochosi,Zenbei Port
Tsohochosi,Miyasaka Terminal
Tsohochosi,Collins Prospect
Tsohoda,De Lay Port
Tsohoda,Dominique Hub
Tsohoda,Leopold Heckmann Terminal
Tsohoda,Xuesen Base
Tsohoda,Filter Hub
Tsohodiae,Navigator Platform
Tsohodiae,Al-Kashi Prospect
Tsondama,Trinh Terminal
Tsondama,Ciferri Orbital
Tsondama,Leonov Port
Tsongoris,Meikle Dock
Tsongoris,Engle City
Tsongoris,Liska Port
Tsongoris,Savitskaya Orbital
Tsongoris,Gerst City
Tsongoris,Pudwill Gorie Station
Tsongoris,Duffy Station
Tsui,de Balboa Base
TT 58343,Jendrassik Port
TT 58343,Stephenson Camp
T'u Koji,Baxter Works
T'u Tu,Fallows Hub
T'u Tu,Dalgarno Port
T'u Tu,Parsons Orbital
T'u Tu,Mies van der Rohe Orbital
T'u Tu,Quetelet City
T'u Tu,Homer Port
T'u Tu,Palitzsch Port
T'u Tu,Akiyama City
Tuara,Searle Refinery
Tuara,Cesar Janssen Hangar
Tub Bajo,Beckman Platform
Tub Bajo,Revin Outpost
Tubalith,Krupkat Installation
Tujia,Asire Port
Tujia,Fernao do Po Hub
Tujia,Walters Orbital
Tujia,Shelley Station
Tujia,Pauling Park
Tujil,Bixby Base
Tujil,Bounds Works
Tujila,Vonnegut Dock
Tukur,Charnas Installation
Tukur,Roberts Camp
Tum,Park Station
Tumbarentii,Wright Works
Tumbarentii,Houssay Depot
Tumuzgo,Chadbourne Settlement
Tupeng Yu,Robinson Terminal
Turberamoan,Samuda Freeport
Turboletae,Kelly Terminal
Turd Wu,Reilly City
Turd Wu,Bunsen Works
Turing,Killough Installation
Turir,Brooks Terminal
Turir,Lethem Terminal
Turir,Isherwood City
Turmakul,Stabenow Installation
Turmatis,Nesvadba Terminal
Turmatis,Crowley Base
Turmo,Tokubei Prospect
Turmo,Vancouver's Inheritance
Turmo,Anthony de la Roche Holdings
Turnat,Lorenz Ring
Turnat,Cenker Orbital
Turnat,Conway Terminal
Turnat,Pierres Holdings
Turngin,Jordan Plant
Turngin,Herreshoff Colony
Turni,Liska Hub
Turni,Murray Orbital
Turo,Fraknoi Hub
Turona,McNair Terminal
Turongma,Perga Dock
Turots,Gunn Platform
Turots,Napier Refinery
Tutumuye,Rukavishnikov Depot
Tuva,Dias Enterprise
Tuvans,Christopher Station
Tuvans,Coles Relay
Tvasta,Navigator Landing
Tvasta,Serrao Landing
Tvasuki,Pullman Colony
Tvasuki,Thompson Installation
Two Ladies,Shinn Orbital
Two Ladies,Beekman Platform
Txamsemi,Waldrop Refinery
Tylis,Forsskal Installation
Tylis,Hayden Camp
Tyr,Glashow Dock
Tyrfing,Cheli City
TZ Arietis,Snyder Enterprise
Tzel,Hennen Port
Tzeltal,Lenthall Hub
Tzeltal,Howard Port
Tzotzicni,Piercy Colony
Tzotzicni,Haldeman Orbital
Tzotzicni,Rayhan al-Biruni Depot
Tzu I,Farrer Dock
Tzu I,Howard Enterprise
Tz'utuls,Kanwar Orbital
Tz'utuls,Gamow Terminal
Tz'utuls,Onufriyenko Landing
u Carinae,Carpenter Gateway
u Carinae,Kubasov Terminal
u Carinae,Molina Orbital
u Carinae,Rennie City
u Carinae,Glidden Ring
u Carinae,Herbert Landing
u Carinae,Steinmuller's Folly
Uadjala,Frimout Dock
Ualame,Lessing Hangar
Ualana,McAllaster Colony
Ualana,Moran Platform
Ualangur,Harness Installation
Ualapalor,Leichhardt City
Ualapalor,Anderson Terminal
Ualapalor,Wagner City
Ualapalor,Nesvadba Dock
Ualapalor,Preuss Station
Ubassi,Bobko Orbital
Ubassi,Bloomfield Platform
Ubassi,Harness Base
UBV 8670,Mallett Terminal
UBV 8670,Eschbach Refinery
Uchaluroja,Coulomb Works
Udegoci,Kroehl Orbital
Udegoci,Banks Port
Udegoci,Russo Dock
Udegoci,Nikitin Landing
Udegoci,van Vogt Landing
UGP 145,Barnwell Station
UGP 145,Shiras Orbital
UGP 184,Bohrmann Terminal
UGP 184,Hansteen Hub
UGP 184,Beshore Station
Ugras,Froud Landing
Ugras,Zubrin Refinery
Ugras,Bounds Settlement
Ugraseno,Mikoyan Works
Ugraseno,Gabriel Terminal
Ugrasmat,Dobrovolski Gateway
Ugrasmat,Ellis Dock
Ugrasmat,Babcock Dock
Ugric,Sanger Platform
Ugricopa,Gunn Refinery
Uhlan,Pontes Colony
Uhlanqui,Parise Hub
Uhlanqui,Vaucanson Orbital
Uhlanqui,Appel Dock
Uhlanqui,Edwards Port
Uhlanqui,Meikle Hub
Uhlanqui,Linnehan Observatory
Uke Ngura,Wrangell Refinery
Ulche,Cowper Settlement
Ulche,Legendre Point
Ulchs,Bridges Hangar
Ullemi,Kubasov Enterprise
Ullemi,Bennett Enterprise
Ullemi,Aleksandrov Port
Ullemi,Burkin Base
Ullernobo,Key Colony
Ullernobo,Evans Freeport
Umait,Warner Beacon
Umathudti,Wallace Station
Umbrogo,Arthur Settlement
Umbrogo,Bokeili Landing
Umistan,Hilmers Installation
Umistan,Virts Colony
Umpilakap,Bushnell Refinery
Un No Myoin,Searfoss Refinery
Una,Godwin Port
Una,Prunariu Orbital
Una,Hoard Orbital
Uncenian,Fawcett Terminal
Uncenian,Betancourt Horizons
Uncenian,Garcia Base
Undadja,Rutherford Depot
Undadja,McArthur Hangar
Undalibaluf,Huxley's Inheritance
Undines,Cayley Freeport
Undines,Shepherd Legacy
Unegak Maku,Porsche Dock
Unegak Maku,Lovelace Station
Unegak Maku,Macarthur Orbital
Unelenses,Citi Dock
Unelenses,Hawkes Refinery
Unktety,Everest Settlement
Unkto,Huygens' Inheritance
Unktomi,Stott Settlement
Unktomi,Blish Refinery
Untuathit,Jones Plant
Untup,Penrose Hub
Unutet,Potagos Plant
Unutet,Farouk Base
Uodigaenta,Daniel Beacon
Uolungura,Apt Relay
Uolungura,Ore Holdings
Uoluskas,Moisuc Dock
Uoluskas,Curbeam Port
Uoluskas,Herrington Dock
Upsilon Andromedae,Carlisle City
Upsilon Andromedae,Moore City
Upsilon Andromedae,Fidalgo Station
Upsilon Aquarii,Allen Hub
Upsilon Aquarii,Winne Station
Upsilon Aquarii,Hackworth Port
Urabey,Noon Landing
Uracaretii,Northrop Ring
Uracaretii,Chamitoff Enterprise
Uram,Oppenheimer Station
Uram,Atwater Refinery
Urcia,Maddox Depot
Uroarbrunnr,Veblen Hub
Uroarbrunnr,Malcolm Vision
Uroarbrunnr,Clement Landing
Uroarbrunnr,Volkov Vision
Uror,Arber Station
Ursitoare,Milestones
Ursitoare,Poisson Plant
Uru,Bessemer Vision
Uru,Resnik Dock
Uru,Stafford Gateway
Urvantju,Onufrienko Terminal
Urvantju,Popovich Vision
Urvantju,Tavernier Gateway
Urvas,Robinson Station
Usipediq,Manning Vision
Usiratiach,Bhabha City
Usiratiach,Pudwill Gorie Camp
Usiren,Sinclair Platform
Usiren,Diesel Terminal
Utar,Drexler Dock
Utar,Melroy City
Utar,Tesla City
Uterni,Hickman City
Uterni,Herzog Prospect
Uterni,Beaumont Base
Uterni,Coulter Refinery
Utero,Conway Terminal
Utgard,Bean Hub
Utgard,Kubasov Dock
Utse,Yeliseyev Landing
Utse,Wolf Platform
Utse,Whitworth Hangar
Utsegeri,Balmer Base
Utset,Sheckley Vision
Utu,Kondakova's Folly
Uutagarama,McDivitt Terminal
Uutasso,Ejeta Station
Uygur,Uto Depot
Uygurr,Kovalevskaya Landing
Uygurung,Wilhelm von Struve Port
Uzbekree,Armstrong City
Uzbekree,Thuot Port
Uzumeru,Dirac City
Uzumeru,Lorentz Plant
Uzumo,Bohme Station
Uzumo,Arago Orbital
Uzumoku,Sverdrup Ring
Uzumoku,Buckell Station
Uzumoku,Noguchi Base
V1084 Tauri,Land Settlement
V1084 Tauri,Pythagoras Horizons
V1090 Herculis,Kaku Plant
V1090 Herculis,Strekalov Depot
V1198 Orionis,Coats Colony
V1285 Aquilae,Kendrick Platform
V1581 Cygni,Peary Dock
V1703 Aquilae,Bosch Settlement
V2151 Cygni,Eyharts Hub
V2213 Ophiuchii,de Andrade Dock
V2213 Ophiuchii,Killough Port
V2578 Ophiuchii,de Caminha Holdings
V2578 Ophiuchii,Okorafor Plant
V352 Canis Majoris,Rolland Holdings
V390 Pavonis,Yuzhe Refinery
V390 Pavonis,Uto Platform
V401 Hydrae,Swanwick Terminal
V402 Pegasi,Georg Bothe City
V402 Pegasi,Leeuwenhoek Orbital
V405 Hydrae,Tennyson d'Eyncourt Gateway
V443 Lacertae,Clark Port
V443 Lacertae,Crouch Terminal
V484 Tauri,Wnuk-Lipinski Orbital
V484 Tauri,Sterling Refinery
V491 Persei,Rand City
V565 Persei,Guest Terminal
V565 Persei,Zamka Terminal
V590 Lyrae,Wallace Terminal
V590 Lyrae,Schwann Hangar
V590 Lyrae,Bosch Vision
V640 Cassiopeia,Akers Orbital
V640 Cassiopeia,Fernandes de Queiros Orbital
V640 Cassiopeia,Bradbury City
V640 Cassiopeia,Lee City
V640 Cassiopeia,Bellamy Dock
V640 Cassiopeia,Lorrah Terminal
V640 Cassiopeia,Ings Terminal
V640 Cassiopeia,Gelfand Vision
V740 Cassiopeiae,Davy Station
V740 Cassiopeiae,Bouch Orbital
V740 Cassiopeiae,Balandin Port
V749 Herculis,Pauling Gateway
V749 Herculis,Behnken Landing
V749 Herculis,Sarafanov Landing
V780 Tauri,Morris Station
V780 Tauri,Adams Colony
V816 Herculis,Hobaugh Hangar
V816 Herculis,Willis Installation
V857 Centauri,Benz Port
V886 Centauri,Garriott Terminal
V886 Centauri,Tanner City
V902 Centauri,Berners-Lee Hub
V902 Centauri,Olsen Hub
V902 Centauri,Bluford Dock
V902 Centauri,Perrin Dock
V902 Centauri,Shkaplerov Terminal
V902 Centauri,Irvin Terminal
V989 Cassiopeiae,Tarelkin Refinery
Vadimila,Laird Orbital
Vadimila,Moore Prospect
Vadimo,Sikorsky Station
Vadimo,Lewis Holdings
Vadimui,Lupoff's Folly
Vaditaba,Frechet Prospect
Vaipurna,Baillaud Station
Vaipurna,Newcomb Holdings
Vaiuninguru,Ogden Terminal
Vaivares,Gibson Point
Vaivares,Offutt Plant
Vaizdiko,Gubarev Landing
Vaizdiko,Titov Port
Vaizdiko,Pike Installation
Vajrapem,Marusek Plant
Vak,Bothezat Horizons
Vak,Poisson Terminal
Vaka,Zenbei Orbital
Valda,Weil Settlement
Valdawongol,Delbruck's Inheritance
Valdawongol,Smith's Progress
Valder,Clebsch Prospect
Vali,Pogue Refinery
Vali,Henricks Holdings
Vali,Al Saud Terminal
Valimal,Nearchus Refinery
Valishibon,Fox Settlement
Valishibon,Le Guin Prospect
Valki,Simmons Plant
Valkindan,de Kamp City
Valkindan,Rogers Vision
Valkondan,Pawelczyk Installation
Valkunth,Tayler Terminal
Valkups,Poindexter Holdings
Valkups,Payette Beacon
Valmiki,Pinzon Installation
Valta,Conway Dock
Valta,Deere Orbital
Valta,Fourneyron Ring
Valteki,Thoreau Platform
Vanaharan,Ramsay Plant
Vanaharan,Carstensz Base
Vanayequi,Haldeman II Dock
Vanayequi,King Orbital
Vanayequi,Lobachevsky City
Vanayequi,Meredith Hub
Vanayequi,Obruchev Port
Vanayequi,Tavernier Orbital
Vanayequi,Christian Installation
Vanayequi,Iqbal Settlement
Varam,Malocello Prospect
Varam,Witt's Inheritance
Varani,Zetford Holdings
Varani,Gaultier de Varennes Base
Varayah,Lind Terminal
Varayah,Artsebarsky Gateway
Varayah,Euler City
Vard,Asimov Vision
Vard,Hinz Outpost
Varpas,Favier Settlement
Varpet,Gaiman Station
Varpet,Klink Station
Varramool,Levy Hangar
Vashalya,Fernandes de Queiros Landing
Vashalya,Russell Prospect
Vasing,Pudwill Gorie Installation
Vasing,Hausdorff's Folly
Vasir,Bacon Outpost
Vasir,Reynolds Colony
Vasistha,Steele Settlement
Vasistha,Emshwiller Landing
Vasude,Alexander Freeport
Vasude,Phillips Outpost
Vega,Locke Terminal
Vega,Budrys Terminal
Veja Manto,Hope Platform
Veja Manto,Farrer Terminal
Velabiani,Titius Platform
Velabiani,Zander Settlement
Velao,Wang Platform
Velao,Goeschke Base
Velim,Tsunenaga Plant
Velliep,Flammarion Installation
Velliep,Ikeya Plant
Velliep,Giancola Installation
Velliep,Hovgaard Landing
Velnambo,Nelson Relay
Velnambo,Laue Terminal
Venda Kono,Elvstrom Legacy
Venda Kono,Rond d'Alembert Port
Veneri,Toll Platform
Veneri,al-Khayyam Hub
Venet,Drake Depot
Venetic,Boulton Station
Venetic,Laplace Landing
Venetic,Watson Colony
Venexo,Hennepin Works
Venexo,Garfinkle Base
Venicones,Naddoddur Plant
Venicones,Narvaez Settlement
Venki,Phillips Freeport
Venki,Galiano Dock
Venki,Acharya Prospect
Venux,Hughes-Fulford Dock
Verbigeni,Archambault Plant
Verner,Littrow Vision
Verner,Jael Dock
Veroandi,Panshin Hub
Veroandi,Vardeman Gateway
Veroandi,Gromov Orbital
Veroandi,Baker Orbital
Veroandi,Henson Station
Veroo,Hunziker Terminal
Veroo,Jernigan City
Veroo,Behnken Enterprise
Verovichili,Gibson Gateway
Verovichili,Blackwell City
Vertnyi,Longyear Enterprise
Vertserus,Almagro Plant
Vertumnus,Rawn City
Vestani,Rose Terminal
Vestani,Tapinas Hub
Vestet,Goldstein Freeport
Vetta,Bobko Terminal
Vetta,Belyayev Dock
Vibio,Zhen Depot
Vibio,Harrison Installation
Vidattuns,Reightler Colony
Vidu,Bok Estate
Vidu,Lyulka Plant
Viliquerret,Cousin Hub
Villae,Mouhot Terminal
Vimur,Hausdorff Plant
Vinab,Caselberg Settlement
Vinab,Barr Plant
Vinciani,Raleigh Settlement
Vindinepu,Shatalov Terminal
Vindinepu,Gamow Port
Viromi,Liouville Settlement
Virong,Holub Prospect
Viruachi,Alexander Port
Viruachi,Cortes Prospect
Virud,Beadle Hangar
Virudnir,Rennie Dock
Virung,Garratt Installation
Virung,Ray Holdings
Virus,Macgregor Dock
Virus,Stuart Installation
Virus,Grothendieck Installation
Visho,Sucharitkul Prospect
Vishvamitra,Haack Station
Vishvamitra,Flammarion Terminal
Vishvamitra,Hiyya City
Vishvamitra,Mayer Enterprise
Vishvamitra,Williams Settlement
Vistsi,Aleksandrov Colony
Vistsi,Faris Settlement
Vito,Stokes' Folly
Vitoa,Bobko City
Vitoa,Galilei Station
Vitoa,Mitchell Dock
Vivates,Hawker Depot
Vogul,Wagner Terminal
Vogulu,Steiner's Progress
Voguluan,Schmitz Terminal
Volcani,Hirn Depot
Volciates,Nasmyth Landing
Volciates,Bertin Holdings
Voltrigones,Smith Colony
Volu,Popovich Landing
Volungu,Jemison Refinery
Volungu,Cabrera Horizons
Vordini,Barnaby Depot
Votadja,Gilliland Base
Votaroi,Molchanov's Inheritance
Votat,Oluwafemi Vision
Votat,Aristotle's Progress
Votatini,Valigursky Orbital
Votatini,Boyer Orbital
Votatini,King Terminal
Votatini,Wolf Installation
Vucainigus,Leavitt Port
Vucainigus,Berezovoy Station
Vucub Huan,Walter Prospect
Vucumatha,Erikson Horizons
Vucumatha,Champlain Orbital
Vucurun,Besonders Base
Vukur,Armstrong Settlement
Vukur,Bohr Refinery
Vukuracians,Blair Works
Vuldr,Gibson Orbital
Vuldrajo,Padalka Terminal
Vuldrajo,Sharma Terminal
Vuldrajo,Born City
Waba,Korlevic Station
Waba,Baade Installation
Waba,William Sargent Hub
Wababa,Ricci Base
Wababaye,Naylor City
Wader,Williams Hub
Wader,Sharp Vision
Wadillae,Dedekind Beacon
Wadillae,Conti Refinery
Wadjarata,Greenleaf Refinery
Wadjarata,Rosenberg Hub
Wadjarata,Salak Base
Wadjetese,Kuhn Enterprise
Wadjey'mi,Wrangel Horizons
Wadjey'mi,Gibson Point
Waikiri,Robinson Colony
Waikiri,Burnham Plant
Wailladyan,Bass Port
Waillingga,Yano City
Waillingga,Shiner Prospect
Waimi,Hahn Dock
Waimi,Tyson Orbital
Wakakaduvul,Delany Vision
Wakaparibe,Lichtenberg Port
Wakaulang,Resnik Beacon
Wakinuke,Lunan Vision
Wakinyan,Goonan's Folly
Walangama,Chwedyk Port
Walangama,Fourier City
Walgal,Carpenter City
Walgal,Low Ring
Walgan,McMullen Colony
Walka,Read Base
Walla,Erdos Refinery
Wallangu,Noli City
Wallites,Davis Landing
Wallunga,Holden Works
Wallunga,Carleson Installation
Walmadjari,Gulyaev Plant
Walmanglai,Fulton Refinery
Walmiki,Lamarr Plant
Walmiki,Leopold Colony
Walmir,Evans Orbital
Walmiri,Virtanen Hub
Walmiri,Fossum City
Walmiri,Napier Orbital
Walpi,Garan Platform
Walpi,Meitner Hangar
Walpi,Precourt Refinery
Walpi,Thomas Enterprise
Walumbhaik,Hand Dock
Walumbhaik,Finney Point
Wambal,Culbertson Port
Wambal,Song Station
Wandir,Belyanin's Progress
Wandjera,Henslow Refinery
Wandjera,Tiptree Prospect
Wang Dana,Budarin's Progress
Wangakwan,Jordan Holdings
Wangal,Reed Port
Wangal,Vries Orbital
Wangal,Potagos Port
Wangal,Hannu Dock
Wangal,Kozlov Dock
Wangal,Rothfuss Orbital
Wangal,Dedman Station
Wangal,Garrett Station
Wangal,Resnik Lab
Wanges,Cook's Pride
Wanges,Ocampo Settlement
Wangjel,Staden Holdings
Wangkathaa,Wheelock Plant
Wangkathaa,Brunner's Inheritance
Wanmi,Bridger Penal colony
Wapiety,Crumey Refinery
Wapitis,Andree Port
Wapitis,Zetford Terminal
Wapiya,Brera Beacon
Waq,Fischer Orbital
Waq,Bainbridge Station
Waq,Mandel Terminal
Waq,Utley's Inheritance
Warahati,Bhabha Vision
Warao,Stevens' Progress
Waraswarre,Lopez de Haro Beacon
Waraswarre,Lyakhov Enterprise
Warayu,Clervoy Port
Wardal,Goeschke Colony
Wardal,Malyshev Installation
Wardh,Herreshoff Depot
Wargis,Karlsefni Plant
